0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;92;0;118;0
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;91;0;118;1
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;91;0;118;1
0;0.550771;15;normalg;varadno;144;0;66;0
0;0.550771;15;normal;varadno;91;1;117;1
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;91;1;117;1
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;91;1;117;1
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;91;1;117;1
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;91;1;117;1
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;89;1;117;3
0;0.550771;15;normalg;varadno;142;0;66;2
0;0.550771;15;normal;varadno;83;12;106;9
0;0.550771;15;normalg;varadno;132;4;62;12
0;0.550771;15;normal;varadno;76;27;91;16
0;0.550771;15;normalg;varadno;118;10;56;26
0;0.550771;15;normal;varadno;69;53;65;23
0;0.550771;15;normalg;varadno;112;28;38;32
0;0.550771;15;normal;varadno;51;73;45;41
0;0.550771;15;normalg;varadno;88;42;24;56
0;0.550771;15;normal;varadno;48;86;32;44
0;0.550771;15;normalg;varadno;80;52;14;64
0;0.550771;15;normal;varadno;45;94;24;47
0;0.550771;15;normalg;varadno;68;52;14;76
0;0.550771;15;normal;varadno;37;103;15;55
0;0.550771;15;normalg;varadno;54;64;2;90
0;0.550771;15;normal;varadno;30;106;12;62
0;0.550771;15;normalg;varadno;40;64;2;104
0;0.550771;15;normal;varadno;26;106;12;66
0;0.550771;15;normalg;varadno;36;64;2;108
0;0.550771;15;normal;varadno;20;107;11;72
0;0.550771;15;normalg;varadno;34;64;2;110
0;0.550771;15;normal;varadno;15;111;7;77
0;0.550771;15;normalg;varadno;22;66;0;122
0;0.550771;15;normal;varadno;13;111;7;79
0;0.550771;15;normalg;varadno;22;66;0;122
0;0.550771;15;normal;varadno;8;114;4;84
0;0.550771;15;normalg;varadno;12;66;0;132
0;0.550771;15;normal;varadno;5;115;3;87
0;0.550771;15;normalg;varadno;8;66;0;136
0;0.550771;15;normal;varadno;2;116;2;90
0;0.550771;15;normalg;varadno;4;66;0;140
0;0.550771;15;normal;varadno;2;116;2;90
0;0.550771;15;normalg;varadno;4;66;0;140
0;0.550771;15;normal;varadno;2;116;2;90
0;0.550771;15;normalg;varadno;4;66;0;140
0;0.550771;15;normal;varadno;2;116;2;90
